County,PQIDescription,RiskAdjRate_mean,ObsRate_mean,years_count,CtyPQIRate,CtyPhyRate,StPQIRate,StPhyRate,CtyMeanLengthStay,StMeanLengthStay,PQIRateComp,PhySupplyRateComp,z_risk,z_phys,priority_score
Kern,Heart Failure,331.76,337.41999999999996,5,333.4,99.7,353.7,161.2,4.4,4.9,Low,Low,0.48612097242509167,-0.4144818770293422,0.9006028494544338
Kern,Hypertension,35.42,42.3,5,38.4,99.9,49.0,161.5,2.9,3.0,Low,Low,-0.6282664308015814,-0.4126222588102397,-0.21564417199134173
Kern,Lower-Extremity Amputation (Diabetes),33.04,42.08,5,,,,,,,,,-0.6372164274934877,,
Kern,Overall Composite,899.96,963.26,5,,,,,,,,,2.622838670047403,,
Kern,Uncontrolled Diabetes,20.14,24.4,5,,,,,,,,,-0.6857269137647439,,
Kern,Urinary Tract Infection,88.1,80.46000000000001,5,81.5,92.2,84.4,140.1,4.0,3.7,Low,Low,-0.4301631426798931,-0.4842175602456856,0.05405441756579249
Kings,Acute Composite,196.22,156.16,5,,,,,,,,,-0.023577578676154426,,
Kings,Asthma in Younger Adults (Age 18-39),21.275000000000002,18.725,5,18.9,139.8,16.0,351.2,4.2,2.5,High,Low,-0.6814587430734357,-0.041628424099292856,-0.6398303189741428
Kings,COPD or Asthma in Older Adults (Age 40+),189.12,159.38,5,132.0,125.0,134.7,232.4,5.1,3.9,Low,Low,-0.05027714863940398,-0.17924017231287723,0.12896302367347323
Kings,Chronic Composite,746.8,669.5,5,,,,,,,,,2.046880059403557,,
Kings,Community-Acquired Pneumonia,107.2,89.74000000000001,5,90.2,64.8,88.5,133.3,5.3,4.5,High,Low,-0.35833753897593995,-0.7389852562627268,0.38064771728678687
Kings,Diabetes Composite,214.88000000000002,237.48000000000002,5,229.5,68.4,223.4,147.8,7.0,5.6,High,Low,0.04659340379063962,-0.7055121283188819,0.7521055321095215
Kings,Diabetes Long-term Complications,106.85999999999999,109.62,5,,,,,,,,,-0.3596161099319266,,
Kings,Diabetes Short-term Complications,63.5,81.74,5,,,,,,,,,-0.5226715118483353,,
Kings,Heart Failure,366.15999999999997,304.24,5,333.2,73.7,353.7,161.2,5.1,4.9,Low,Low,0.6154822691484416,-0.6562322455126659,1.2717145146611075
Kings,Hypertension,37.9,36.14,5,36.6,74.8,49.0,161.5,3.6,3.0,Low,Low,-0.6189403838285027,-0.6460043453076023,0.02706396147909962
Kings,Lower-Extremity Amputation (Diabetes),46.4,50.36,5,,,,,,,,,-0.5869761099288378,,
Kings,Overall Composite,944.5600000000001,825.6600000000001,5,,,,,,,,,2.7905570954503514,,
Kings,Uncontrolled Diabetes,28.559999999999995,26.580000000000002,5,,,,,,,,,-0.6540634800900169,,
Kings,Urinary Tract Infection,88.8,66.47999999999999,5,50.0,72.4,84.4,140.1,4.5,3.7,Low,Low,-0.42753079071168537,-0.6683197639368321,0.24078897322514675
Lake,Acute Composite,189.28,257.14,5,,,,,,,,,-0.04967546818952795,,
Lake,Asthma in Younger Adults (Age 18-39),14.05,12.4,5,6.3,158.7,16.0,351.2,3.0,2.5,Low,Low,-0.7086283758881509,0.13410549760589224,-0.842733873494043
Lake,COPD or Asthma in Older Adults (Age 40+),206.68,236.74,5,258.2,67.4,134.7,232.4,4.4,3.9,High,Low,0.015757280734492164,-0.7148102194143944,0.7305675001488865
Lake,Chronic Composite,615.54,855.96,5,,,,,,,,,1.553276460336495,,
Lake,Community-Acquired Pneumonia,99.0,137.78,5,149.1,47.3,88.5,133.3,4.5,4.5,High,Low,-0.38917366203208736,-0.9017018504341947,0.5125281884021073
Lake,Diabetes Composite,189.82,256.02,5,279.4,46.6,223.4,147.8,5.7,5.6,High,Low,-0.04764479667119632,-0.9082105142010535,0.8605657175298571
Lake,Diabetes Long-term Complications,82.06,116.34,5,,,,,,,,,-0.4528765796627138,,
Lake,Diabetes Short-term Complications,86.02000000000001,102.5,5,,,,,,,,,-0.4379849885282816,,
Lake,Heart Failure,274.38,403.18,5,439.8,69.3,353.7,161.2,4.6,4.9,High,Low,0.2703433210882944,-0.6971438463329208,0.9674871674212152
Lake,Hypertension,19.66,27.060000000000002,5,28.3,66.2,49.0,161.5,2.7,3.0,Low,Low,-0.687531955114372,-0.7259679287290093,0.03843597361463724
Lake,Lower-Extremity Amputation (Diabetes),23.22,35.68,5,,,,,,,,,-0.6741445651046301,,
Lake,Overall Composite,804.54,1113.1,5,,,,,,,,,2.2640114917525755,,
Lake,Uncontrolled Diabetes,15.66,22.139999999999997,5,,,,,,,,,-0.7025739663612732,,
Lake,Urinary Tract Infection,90.48,119.38,5,152.9,52.2,84.4,140.1,3.8,3.7,High,Low,-0.4212131459879868,-0.8561412040661837,0.43492805807819684
Lassen,Acute Composite,256.84000000000003,262.21999999999997,5,,,,,,,,,0.20438410177063293,,
Lassen,Asthma in Younger Adults (Age 18-39),36.0,27.85,5,10.4,95.5,16.0,351.2,7.0,2.5,Low,Low,-0.6260853391707808,-0.45353385963049453,-0.17255147954028627
Lassen,COPD or Asthma in Older Adults (Age 40+),185.54000000000002,192.14000000000001,5,230.8,65.9,134.7,232.4,4.7,3.9,High,Low,-0.06373974870538048,-0.728757356057663,0.6650176073522825
Lassen,Chronic Composite,342.71999999999997,389.12,5,,,,,,,,,0.5273360832416009,,
Lassen,Community-Acquired Pneumonia,150.07999999999998,161.16,5,170.7,39.0,88.5,133.3,4.5,4.5,High,Low,-0.19708717840915949,-0.978876006526948,0.7817888281177885
Lassen,Diabetes Composite,72.16,91.0,5,102.4,39.0,223.4,147.8,7.7,5.6,Low,Low,-0.4901055574987942,-0.978876006526948,0.48877044902815375
Lassen,Diabetes Long-term Complications,40.3,50.06,5,,,,,,,,,-0.609915177080362,,
Lassen,Diabetes Short-term Complications,22.759999999999998,29.8,5,,,,,,,,,-0.6758743963980237,,
Lassen,Heart Failure,152.42000000000002,171.8,5,162.1,39.0,353.7,161.2,4.5,4.9,Low,Low,-0.18828760182972218,-0.978876006526948,0.7905884046972258
Lassen,Hypertension,4.1,4.8,5,4.3,39.0,49.0,161.5,4.0,3.0,Low,Low,-0.7460453788648176,-0.978876006526948,0.23283062766213036
Lassen,Lower-Extremity Amputation (Diabetes),5.46,7.239999999999999,5,,,,,,,,,-0.7409310950408712,,
Lassen,Overall Composite,586.9399999999999,651.3399999999999,5,,,,,,,,,1.4457260799211515,,
Lassen,Uncontrolled Diabetes,8.82,10.28,5,,,,,,,,,-0.7282958055934743,,
Lassen,Urinary Tract Infection,105.46,101.02000000000001,5,110.9,47.2,84.4,140.1,3.9,3.7,High,Low,-0.364880813868342,-0.9026316595437459,0.5377508456754039
Los Angeles,Acute Composite,188.51999999999998,153.32,5,,,,,,,,,-0.05253345032643924,,
Los Angeles,Asthma in Younger Adults (Age 18-39),17.78,16.0,5,18.3,348.3,16.0,351.2,2.5,2.5,High,Low,-0.6946017004004156,1.897023569315053,-2.5916252697154687
Los Angeles,COPD or Asthma in Older Adults (Age 40+),165.92000000000002,127.44000000000001,5,142.3,234.7,134.7,232.4,4.0,3.9,High,High,-0.13752081387143072,0.8407604208648385,-0.9782812347362693
Los Angeles,Chronic Composite,757.3,690.4399999999999,5,,,,,,,,,2.0863653389266723,,
Los Angeles,Community-Acquired Pneumonia,89.02000000000001,71.03999999999999,5,81.4,135.4,88.5,133.3,4.8,4.5,Low,High,-0.4267034800931057,-0.08254002491954769,-0.344163455173558
Los Angeles,Diabetes Composite,221.56,218.85999999999999,5,238.6,151.1,223.4,147.8,5.5,5.6,High,High,0.07171356257296449,0.06344000527999767,0.008273557292966818
Los Angeles,Diabetes Long-term Complications,109.55999999999999,106.88,5,,,,,,,,,-0.3494627523402683,,
Los Angeles,Diabetes Short-term Complications,64.66,64.9,5,,,,,,,,,-0.518309328586734,,
Los Angeles,Heart Failure,362.94,337.04,5,376.9,160.6,353.7,161.2,4.9,4.9,High,Low,0.6033734500946863,0.15177187068736595,0.4516015794073204
Los Angeles,Hypertension,55.8,52.220000000000006,5,59.3,160.6,49.0,161.5,2.9,3.0,High,Low,-0.55162738349862,0.15177187068736595,-0.7033992541859859
Los Angeles,Lower-Extremity Amputation (Diabetes),32.1,32.17999999999999,5,,,,,,,,,-0.6407513001365094,,
Los Angeles,Overall Composite,948.0200000000001,843.76,5,,,,,,,,,2.8035684351789207,,
Los Angeles,Uncontrolled Diabetes,33.38,31.880000000000003,5,,,,,,,,,-0.635937856537501,,
Los Angeles,Urinary Tract Infection,99.42,82.28,5,89.0,139.7,84.4,140.1,3.5,3.7,High,Low,-0.3875942508511627,-0.04255823320884432,-0.3450360176423184
Madera,Acute Composite,209.61999999999998,216.5,5,,,,,,,,,0.026813159000964405,,
Madera,Asthma in Younger Adults (Age 18-39),10.775,11.975,5,22.5,109.9,16.0,351.2,3.5,2.5,High,Low,-0.7209440225965512,-0.31964134785511517,-0.40130267474143605
Madera,COPD or Asthma in Older Adults (Age 40+),186.45999999999998,195.12,5,251.2,76.6,134.7,232.4,5.0,3.9,High,Low,-0.060280086118593354,-0.62926778133568,0.5689876952170866
Madera,Chronic Composite,681.14,745.8399999999999,5,,,,,,,,,1.7999654447856743,,
Madera,Community-Acquired Pneumonia,105.25999999999999,112.94000000000001,5,140.4,45.5,88.5,133.3,5.1,4.5,High,Low,-0.3656329144306871,-0.9184384144061171,0.5528054999754299
Madera,Diabetes Composite,207.1,258.36,5,294.3,50.0,223.4,147.8,6.6,5.6,High,Low,0.017336691915416737,-0.8765970044763111,0.8939336963917278
Madera,Diabetes Long-term Complications,107.17999999999999,130.2,5,,,,,,,,,-0.3584127490321745,,
Madera,Diabetes Short-term Complications,59.02,77.32000000000001,5,,,,,,,,,-0.5395185644448645,,
Madera,Heart Failure,315.28000000000003,326.12,5,368.2,56.4,353.7,161.2,4.9,4.9,High,Low,0.424147886087859,-0.8170892214650313,1.2412371075528903
Madera,Hypertension,35.8,41.8,5,59.7,58.4,49.0,161.5,2.7,3.0,High,Low,-0.6268374397331258,-0.7984930392740064,0.1716555995408806
Madera,Lower-Extremity Amputation (Diabetes),46.160000000000004,59.48,5,,,,,,,,,-0.5878786306036519,,
Madera,Overall Composite,889.96,962.32,5,,,,,,,,,2.58523364193015,,
Madera,Uncontrolled Diabetes,21.34,25.76,5,,,,,,,,,-0.6812143103906736,,
Madera,Urinary Tract Infection,105.02000000000001,103.55999999999999,5,114.3,49.8,84.4,140.1,3.4,3.7,High,Low,-0.3665354351055011,-0.8784566226954136,0.5119211875899126
Marin,Acute Composite,109.94000000000001,104.97999999999999,5,,,,,,,,,-0.3480337612718126,,
Marin,Asthma in Younger Adults (Age 18-39),7.65,4.65,5,9.4,830.9,16.0,351.2,2.2,2.5,Low,High,-0.7326955938831928,6.384282332009361,-7.116977925892554
Marin,COPD or Asthma in Older Adults (Age 40+),96.38,60.56,5,58.9,296.5,134.7,232.4,4.1,3.9,Low,High,-0.39902617939880763,1.415382450567508,-1.8144086299663158
Marin,Chronic Composite,437.14,367.54,5,,,,,,,,,0.882402758724703,,
Marin,Community-Acquired Pneumonia,59.9,52.8,5,56.3,184.6,88.5,133.3,4.1,4.5,Low,High,-0.5362093219705463,0.3749260569796648,-0.911135378950211
Marin,Diabetes Composite,116.97999999999999,83.64,5,87.8,193.8,223.4,147.8,5.5,5.6,Low,High,-0.32155982147726664,0.4604684950583795,-0.7820283165356461
Marin,Diabetes Long-term Complications,44.38,34.160000000000004,5,,,,,,,,,-0.5945723256085228,,
Marin,Diabetes Short-term Complications,48.4,29.080000000000002,5,,,,,,,,,-0.5794551043053872,,
Marin,Heart Failure,223.78000000000003,219.56,5,246.9,229.3,353.7,161.2,4.8,4.9,Low,High,0.08006187881499476,0.7905507289490715,-0.7104888501340768
Marin,Hypertension,24.1,18.44,5,25.7,229.2,49.0,161.5,3.5,3.0,Low,High,-0.6708353226303118,0.78962091983952,-1.4604562424698317
Marin,Lower-Extremity Amputation (Diabetes),13.080000000000002,10.1,5,,,,,,,,,-0.7122760636155244,,
Marin,Overall Composite,546.2,472.5,5,,,,,,,,,1.2925231953714635,,
Marin,Uncontrolled Diabetes,18.22,14.38,5,,,,,,,,,-0.6929470791632565,,
Marin,Urinary Tract Infection,49.72,52.2,5,56.3,195.0,84.4,140.1,3.5,3.7,Low,High,-0.5744912405939098,0.4716262043729943,-1.046117444966904
Mariposa,Acute Composite,207.18,281.74,5,,,,,,,,,0.01763753214035481,,
Mariposa,Asthma in Younger Adults (Age 18-39),21.35,20.424999999999997,5,54.8,160.2,16.0,351.2,1.5,2.5,High,Low,-0.6811767053625564,0.14805263424916093,-0.8292293396117173
Mariposa,COPD or Asthma in Older Adults (Age 40+),263.7,258.26,5,214.9,57.1,134.7,232.4,3.5,3.9,High,Low,0.23018115105906828,-0.8105805576981727,1.040761708757241
Mariposa,Chronic Composite,624.3199999999999,831.0600000000001,5,,,,,,,,,1.586293675023443,,
Mariposa,Community-Acquired Pneumonia,97.6,132.38,5,201.7,42.1,88.5,133.3,4.2,4.5,High,Low,-0.3944383659685028,-0.9500519241308595,0.5556135581623567
Mariposa,Diabetes Composite,153.07999999999998,184.78,5,223.3,42.1,223.4,147.8,6.1,5.6,Low,Low,-0.1858056699739836,-0.9500519241308595,0.7642462541568759
Mariposa,Diabetes Long-term Complications,64.67999999999999,85.34,5,,,,,,,,,-0.5182341185304994,,
Mariposa,Diabetes Short-term Complications,63.519999999999996,61.02,5,,,,,,,,,-0.5225963017921008,,
Mariposa,Heart Failure,284.46,424.88,5,446.6,63.5,353.7,161.2,4.5,4.9,High,Low,0.3082491894304853,-0.7510727746868929,1.0593219641173781
Mariposa,Hypertension,17.32,22.8,5,36.0,63.5,49.0,161.5,1.8,3.0,Low,Low,-0.6963315316938092,-0.7510727746868929,0.054741242993083694
Mariposa,Lower-Extremity Amputation (Diabetes),25.759999999999998,36.980000000000004,5,,,,,,,,,-0.6645928879628478,,
Mariposa,Overall Composite,831.46,1112.78,5,,,,,,,,,2.3652442274442205,,
Mariposa,Uncontrolled Diabetes,17.259999999999998,22.759999999999998,5,,,,,,,,,-0.6965571618625128,,
Mariposa,Urinary Tract Infection,110.35999999999999,149.38,5,194.5,42.1,84.4,140.1,4.6,3.7,High,Low,-0.3464543500908881,-0.9500519241308595,0.6035975740399714
Mendocino,Acute Composite,178.68,236.45999999999998,5,,,,,,,,,-0.08953679799381603,,
Mendocino,Asthma in Younger Adults (Age 18-39),7.5,6.875,5,4.8,318.5,16.0,351.2,0.0,2.5,Low,Low,-0.7332596693049516,1.619940454668782,-2.3532001239737337
Mendocino,COPD or Asthma in Older Adults (Age 40+),89.22,97.12,5,88.4,133.3,134.7,232.4,3.2,3.9,Low,Low,-0.42595137953076073,-0.10206601622012379,-0.32388536331063694
Mendocino,Chronic Composite,478.5,636.58,5,,,,,,,,,1.037937155017661,,
Mendocino,Community-Acquired Pneumonia,102.97999999999999,140.6,5,144.5,90.5,88.5,133.3,4.1,4.5,High,Low,-0.37420686084142074,-0.5000243151080568,0.12581745426663604
Mendocino,Diabetes Composite,149.52,196.7,5,195.5,99.6,223.4,147.8,5.5,5.6,Low,Low,-0.19919305998372555,-0.4154116861388935,0.21621862615516796
Mendocino,Diabetes Long-term Complications,61.339999999999996,84.78,5,,,,,,,,,-0.5307941979216618,,
Mendocino,Diabetes Short-term Complications,65.74,77.7,5,,,,,,,,,-0.5142479855500706,,
Mendocino,Heart Failure,246.11999999999998,341.88,5,429.3,128.2,353.7,161.2,4.6,4.9,High,Low,0.16407151162893757,-0.1494862808072375,0.3135577924361751
Mendocino,Hypertension,20.64,26.96,5,39.7,130.0,49.0,161.5,3.3,3.0,Low,Low,-0.6838466623588814,-0.13274971683531497,-0.5510969455235664
Mendocino,Lower-Extremity Amputation (Diabetes),19.119999999999997,28.619999999999997,5,,,,,,,,,-0.6895626266327037,,
Mendocino,Overall Composite,657.32,873.0799999999999,5,,,,,,,,,1.7103902678103782,,
Mendocino,Uncontrolled Diabetes,15.62,20.44,5,,,,,,,,,-0.7027243864737422,,
Mendocino,Urinary Tract Infection,75.28,95.88,5,75.1,101.8,84.4,140.1,3.4,3.7,Low,Low,-0.4783727887262113,-0.3949558857287661,-0.0834169029974452
Merced,Acute Composite,237.08,218.06,5,,,,,,,,,0.13007656621094107,,
Merced,Asthma in Younger Adults (Age 18-39),14.0,14.2,5,15.8,113.3,16.0,351.2,2.7,2.5,Low,Low,-0.7088164010287372,-0.2880278381303729,-0.4207885628983643
Merced,COPD or Asthma in Older Adults (Age 40+),190.02,186.74,5,173.6,94.3,134.7,232.4,3.7,3.9,High,Low,-0.046892696108851196,-0.4646915689451095,0.4177988728362583
Merced,Chronic Composite,909.18,934.4399999999999,5,,,,,,,,,2.65751050597151,,
Merced,Community-Acquired Pneumonia,145.44,136.2,5,149.3,52.0,88.5,133.3,4.4,4.5,High,Low,-0.21453591145556478,-0.8580008222852862,0.6434649108297215
Merced,Diabetes Composite,278.12,334.3,5,331.1,57.0,223.4,147.8,5.9,5.6,High,Low,0.284407601604147,-0.8115103668077239,1.095917968411871
Merced,Diabetes Long-term Complications,134.2,151.82,5,,,,,,,,,-0.2568039630593571,,
Merced,Diabetes Short-term Complications,88.76,118.32000000000001,5,,,,,,,,,-0.42768121082415433,,
Merced,Heart Failure,450.43999999999994,435.76000000000005,5,455.9,57.8,353.7,161.2,4.7,4.9,High,Low,0.9324174461206493,-0.804071893931314,1.7364893400519632
Merced,Hypertension,51.08,56.839999999999996,5,49.8,60.3,49.0,161.5,2.6,3.0,High,Low,-0.5693769567699635,-0.7808266661925328,0.21144970942256935
Merced,Lower-Extremity Amputation (Diabetes),48.8,58.160000000000004,5,,,,,,,,,-0.577950903180697,,
Merced,Overall Composite,1148.8799999999999,1152.48,5,,,,,,,,,3.558903029942062,,
Merced,Uncontrolled Diabetes,33.06,37.239999999999995,5,,,,,,,,,-0.6371412174372532,,
Merced,Urinary Tract Infection,90.96000000000001,81.88,5,87.1,57.6,84.4,140.1,3.7,3.7,High,Low,-0.41940810463835865,-0.8059315121504165,0.3865234075120578
Modoc,Acute Composite,285.28000000000003,492.18,5,,,,,,,,,0.31133280173610023,,
Modoc,Asthma in Younger Adults (Age 18-39),8.68,11.08,5,0.0,572.8,16.0,351.2,0.0,2.5,Low,High,-0.7288222759871157,3.984445020257598,-4.713267296244713
Modoc,COPD or Asthma in Older Adults (Age 40+),170.48,248.56,5,388.7,196.0,134.7,232.4,4.1,3.9,High,Low,-0.12037292104996349,0.4809242954685068,-0.6012972165184702
Modoc,Chronic Composite,316.38,554.74,5,,,,,,,,,0.4282844391807567,,
Modoc,Community-Acquired Pneumonia,168.54000000000002,296.12,5,318.6,146.1,88.5,133.3,4.0,4.5,High,High,-0.12766829650471043,0.01694954980243542,-0.14461784630714586
Modoc,Diabetes Composite,84.66,134.8,5,57.9,146.1,223.4,147.8,2.5,5.6,Low,Low,-0.44309927235222807,0.01694954980243542,-0.4600488221546635
Modoc,Diabetes Long-term Complications,28.060000000000002,48.760000000000005,5,,,,,,,,,-0.6559437314958796,,
Modoc,Diabetes Short-term Complications,43.68,54.44,5,,,,,,,,,-0.5972046775767305,,
Modoc,Heart Failure,110.02000000000001,207.0,5,159.3,197.2,353.7,161.2,4.7,4.9,Low,High,-0.3477329210468746,0.4920820047831216,-0.8398149258299962
Modoc,Hypertension,15.219999999999999,25.839999999999996,5,14.5,197.2,49.0,161.5,3.0,3.0,Low,High,-0.7042285875984323,0.4920820047831216,-1.196310592381554
Modoc,Lower-Extremity Amputation (Diabetes),7.8,11.52,5,,,,,,,,,-0.732131518461434,,
Modoc,Overall Composite,599.74,1046.96,5,,,,,,,,,1.4938605159112357,,
Modoc,Uncontrolled Diabetes,15.080000000000002,28.72,5,,,,,,,,,-0.7047550579920738,,
Modoc,Urinary Tract Infection,115.35999999999999,196.08,5,318.6,146.1,84.4,140.1,4.9,3.7,High,High,-0.3276518360322616,0.01694954980243542,-0.344601385834697
Mono,Acute Composite,121.47999999999999,90.34,5,,,,,,,,,-0.30463755882450283,,
